X,Y,"fid","station_id","date_from","date_to","altitude","latitude","longitude","name","state"
955076.70320997,6747822.7016842,"53","4368","2004/10/01","2020/11/04","93",51.7098,8.5796,"Salzkotten","Nordrhein-Westfalen"
974279.31537181,6818988.12346059,"54","4371","1995/09/01","2020/11/04","135",52.1042,8.7521,"Salzuflen, Bad","Nordrhein-Westfalen"
910682.490281612,6718073.16568287,"55","4400","2004/08/01","2020/11/04","171",51.5439,8.1808,"Sassendorf, Bad-Beusingsen","Nordrhein-Westfalen"
920300.494286151,6659004.4822131,"56","4488","2006/08/01","2020/11/04","443",51.2127,8.2672,"Schmallenberg-Sellinghausen","Nordrhein-Westfalen"
789589.148196689,6646095.56416353,"57","4741","2004/12/01","2020/11/04","152",51.14,7.093,"Solingen-Hohenscheid","Nordrhein-Westfalen"
817207.513862501,6821362.65066362,"58","4849","2005/06/01","2020/11/04","64",52.1173,7.3411,"Steinfurt-Burgsteinfurt","Nordrhein-Westfalen"
717309.402824617,6672699.17095551,"59","5064","2004/12/01","2020/11/04","37",51.2897,6.4437,"Tönisvorst","Nordrhein-Westfalen"
1014320.93621015,6710916.5199805,"60","5347","1995/09/01","2020/11/04","236",51.5039,9.1118,"Warburg","Nordrhein-Westfalen"
920222.570642596,6698050.37183888,"61","5360","2007/07/01","2020/11/04","331",51.4319,8.2665,"Warstein-Hirschberg","Nordrhein-Westfalen"
878077.011428263,6723874.6617267,"62","5480","2003/09/10","2020/11/04","85",51.5763,7.8879,"Werl","Nordrhein-Westfalen"
875939.677205032,6852768.38442637,"63","5513","2005/09/01","2020/11/04","92",52.2902,7.8687,"Westerkappeln","Nordrhein-Westfalen"
826369.107954787,6650301.60026372,"64","5619","2004/12/01","2020/11/04","360",51.1637,7.4234,"Wipperfürth-Gardeweg","Nordrhein-Westfalen"
977207.017979673,6717858.3748091,"65","5699","2004/11/01","2020/11/04","312",51.5427,8.7784,"Wünnenberg-Eilern","Nordrhein-Westfalen"
790947.245984367,6661297.18886244,"66","5717","2006/09/01","2020/11/04","134",51.2256,7.1052,"Wuppertal-Buchenhofen","Nordrhein-Westfalen"
712155.310400888,6745523.50068381,"67","5733","2005/05/01","2020/11/04","20",51.697,6.3974,"Xanten","Nordrhein-Westfalen"
1032042.99914444,6776004.81543879,"68","6197","2000/10/13","2020/11/04","258",51.8664,9.271,"Lügde-Paenbruch","Nordrhein-Westfalen"
962913.595361816,6694854.85235731,"69","6264","2004/06/01","2020/11/04","457",51.414,8.65,"Brilon-Thülen","Nordrhein-Westfalen"
831244.901651532,6665422.12387339,"70","6313","2004/12/01","2020/11/04","440",51.2488,7.4672,"Breckerfeld-Wengeberg","Nordrhein-Westfalen"
837055.779070941,6757979.30051318,"71","6337","2004/08/01","2020/11/04","59",51.7663,7.5194,"Lüdinghausen-Brochtrup","Nordrhein-Westfalen"
941373.273893318,6813045.80030768,"72","7106","2006/09/01","2020/11/04","105",52.0714,8.4565,"Bielefeld-Deppendorf","Nordrhein-Westfalen"
888106.897548737,6703658.94581898,"73","7330","2005/10/01","2020/11/04","159",51.4633,7.978,"Arnsberg-Neheim","Nordrhein-Westfalen"
690325.558256327,6674390.36606591,"74","7344","2006/06/01","2020/11/04","45",51.2992,6.2013,"Nettetal-Hülst","Nordrhein-Westfalen"
772657.453647033,6814838.9071978,"75","7374","2006/03/01","2020/11/04","46",52.0813,6.9409,"Ahaus","Nordrhein-Westfalen"
725502.517347002,6623929.78355,"76","7378","2006/07/01","2020/11/04","101",51.0149,6.5173,"Bedburg-Weiler Hohenholz","Nordrhein-Westfalen"
874069.509759705,6801698.67886745,"77","13669","2007/09/01","2020/11/04","55",52.0087,7.8519,"Ostbevern-Schirlheide","Nordrhein-Westfalen"
746040.963398361,6711792.87129393,"78","13670","2007/06/01","2020/11/04","24",51.5088,6.7018,"Duisburg-Baerl","Nordrhein-Westfalen"
809882.691368303,6615193.33959688,"79","13671","2007/12/01","2020/11/04","221",50.9655,7.2753,"Overath-Böke","Nordrhein-Westfalen"
824298.565426032,6727511.65726369,"80","13696","2007/12/01","2020/11/04","60",51.5966,7.4048,"Waltrop-Abdinghof","Nordrhein-Westfalen"
817207.513862501,6680392.48275528,"81","13700","2008/05/01","2020/11/04","205",51.3329,7.3411,"Gevelsberg-Oberbröking","Nordrhein-Westfalen"
849245.263312805,6637211.42458318,"82","13713","2007/11/01","2020/11/04","386",51.0899,7.6289,"Meinerzhagen-Redlendorf","Nordrhein-Westfalen"
670633.140334997,6585692.58208939,"83","15000","2011/04/01","2020/11/04","231",50.7983,6.0244,"Aachen-Orsbach","Nordrhein-Westfalen"
